Sentence #,Word,ANM,NER
,보도했다,O,O
,[SEP],O,O
Sentence 37,[CLS],O,O
,홍콩,O,O
,사우,O,O
,##스,O,O
,##차이,O,O
,##나,O,O
,##모닝,O,O
,##포스,O,O
,##트,O,O
,(,O,O
,sc,O,O
,##m,O,O
,##p,O,O
,),O,O
,는,O,O
,28일,O,O
,중국,ANM-B,LOC-B
,소식,ANM-I,PER-B
,##통의,ANM-I,PER-I
,말을,O,O
,인용,O,O
,##해,O,O
,탈,O,O
,##레,O,O
,##반,O,O
,공동,O,O
,##창,O,O
,##립,O,O
,##자,O,O
,물,O,O
,##라,O,O
,압,O,O
,##둘,O,O
,##가니,O,O
,바라,O,O
,##다르,O,O
,##가,O,O
,이날,O,O
,중국,O,O
,톈,O,O
,##진에,O,O
,##서,O,O
,왕이,O,O
,외교,O,O
,##부장,O,O
,##을,O,O
,만났다,O,O
,##고,O,O
,보도했다,O,O
,[SEP],O,O
Sentence 38,[CLS],O,O
,홍콩,O,O
,사우,O,O
,##스,O,O
,##차이,O,O
,##나,O,O
,##모닝,O,O
,##포스,O,O
,##트,O,O
,(,O,O
,sc,O,O
,##m,O,O
,##p,O,O
,),O,O
,는,O,O
,21일,O,O
,소식,ANM-B,PER-B
,##통을,ANM-I,PER-I
,인용,O,O
,##해,O,O
,중국,O,O
,법원,O,O
,##이,O,O
,1년,O,O
,##여,O,O
,전,O,O
,샤,O,O
,##먼,O,O
,[UNK],O,O
,반,O,O
,##정부,O,O
,[UNK],O,O
,집회,O,O
,##에,O,O
,참석한,O,O
,혐의로,O,O
,체포,O,O
,##된,O,O
,쉬,O,O
,##즈,O,O
,##융,O,O
,##과,O,O
,딩,O,O
,##자,O,O
,##시에,O,O
,##게,O,O
,당초,O,O
,혐의,O,O
,##인,O,O
,[UNK],O,O
,전복,O,O
,선,O,O
,##동,O,O
,[UNK],O,O
,대신,O,O
,[UNK],O,O
,국가,O,O
,##권,O,O
,##력,O,O
,전복,O,O
,[UNK],O,O
,혐의를,O,O
,적용해,O,O
,재판,O,O
,##에,O,O
,회,O,O
,##부,O,O
,##할,O,O
,것이라고,O,O
,보도했다,O,O
,[SEP],O,O
Sentence 39,[CLS],O,O
,홍콩,O,O
,사우,O,O
,##스,O,O
,##차이,O,O
,##나,O,O
,##모닝,O,O
,##포스,O,O
,##트,O,O
,(,O,O
,sc,O,O
,##m,O,O
,##p,O,O
,),O,O
,는,O,O
,14일,O,O
,소식,ANM-B,PER-B
,##통을,ANM-I,PER-I
,인용,O,O
,##해,O,O
,웬,O,O
,##디,O,O
,셔,O,O
,##먼,O,O
,미,O,O
,국무,O,O
,##부,O,O
,부장,O,O
,##관이,O,O
,다음주,O,O
,중국,O,O
,톈,O,O
,##진,O,O
,(,O,O
,[UNK],O,O
,[UNK],O,O
,),O,O
,에서,O,O
,셰,O,O
,##펑,O,O
,(,O,O
,[UNK],O,O
,[UNK],O,O
,),O,O
,중국,O,O
,외교,O,O
,##부,O,O
,부부,O,O
,##장을,O,O
,만날,O,O
,예정이라고,O,O
,보도했다,O,O
,[SEP],O,O
Sentence 40,[CLS],O,O
,홍콩,O,O
,명,O,O
,##보는,O,O
,2일,O,O
,소식,ANM-B,PER-B
,##통을,ANM-I,PER-I
,인용,O,O
,##해,O,O
,이번에,O,O
,적발,O,O
,##된,O,O
,백신,O,O
,##이,O,O
,시,O,O
,##노,O,O
,##팜,O,O
,(,O,O
,s,O,O
,##in,O,O
,##op,O,O
,##h,O,O
,##r,O,O
,##m,O,O
,[UNK],O,O
,[UNK],O,O
,[UNK],O,O
,[UNK],O,O
,[UNK],O,O
,),O,O
,이,O,O
,개발한,O,O
,[UNK],O,O
,아이,O,O
,##커,O,O
,##웨이,O,O
,(,O,O
,[UNK],O,O
,[UNK],O,O
,[UNK],O,O
,),O,O
,[UNK],O,O
,위,O,O
,##조,O,O
,##품이,O,O
,##라고,O,O
,보도했다,O,O
,[SEP],O,O
Sentence 41,[CLS],O,O
,홍준,ANM-B,ORG-B
,##표,ANM-I,ORG-I
,##캠프,ANM-I,ORG-I
,관계자는,ANM-I,PER-B
,[UNK],O,O
,홍,O,O
,##씨,O,O
,본인이,O,O
,자발,O,O
,##적으로,O,O
,전화를,O,O
,걸어,O,O
,##와,O,O
,지지,O,O
,선언,O,O
,##하고,O,O
,싶다고,O,O
,했다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 42,[CLS],O,O
,홍준,ANM-B,ORG-B
,##표,ANM-I,ORG-I
,캠프,ANM-I,ORG-I
,관계자는,ANM-I,PER-B
,[UNK],O,O
,ar,O,O
,##s,O,O
,##에서,O,O
,본인,O,O
,##인증을,O,O
,하지,O,O
,않으면,O,O
,대리,O,O
,##투표,O,O
,가능성이,O,O
,있다,O,O
,[UNK],O,O
,고,O,O
,주장했다,O,O
,[SEP],O,O
Sentence 43,[CLS],O,O
,홍,ANM-B,PER-B
,##윤,ANM-I,PER-I
,##미,ANM-I,PER-I
,##씨,ANM-I,PER-I
,(,ANM-I,O
,65,ANM-I,ETC-B
,[UNK],ANM-I,O
,여,ANM-I,ETC-B
,[UNK],ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,는,O,O
,[UNK],O,O
,방송,O,O
,##사는,O,O
,로비,O,O
,##에,O,O
,보조,O,O
,##출,O,O
,##연,O,O
,##자들이,O,O
,들어가는,O,O
,것을,O,O
,금지,O,O
,##한다,O,O
,[UNK],O,O
,며,O,O
,[UNK],O,O
,보조,O,O
,##출,O,O
,##연,O,O
,##자들을,O,O
,위한,O,O
,대기,O,O
,##실을,O,O
,방송,O,O
,##사가,O,O
,마련해,O,O
,##주면,O,O
,방송,O,O
,##국,O,O
,주변,O,O
,길거리,O,O
,##나,O,O
,패스트,O,O
,##푸드,O,O
,##점에서,O,O
,밤을,O,O
,보내는,O,O
,보조,O,O
,##출,O,O
,##연,O,O
,##자들이,O,O
,줄어들,O,O
,것,O,O
,[UNK],O,O
,이라고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 44,[CLS],O,O
,홍,ANM-B,PER-B
,##원,ANM-I,PER-I
,##진,ANM-I,PER-I
,(,ANM-I,O
,25,ANM-I,ETC-B
,[UNK],ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,[UNK],O,O
,고소,ANM-I,PER-B
,##연,ANM-I,PER-I
,(,ANM-I,O
,25,ANM-I,ETC-B
,[UNK],ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,씨,O,O
,부부는,O,O
,22,O,O
,##살,O,O
,##부터,O,O
,고,O,O
,##씨,O,O
,부모님,O,O
,##집에서,O,O
,함께,O,O
,살,O,O
,##며,O,O
,결혼,O,O
,##생활을,O,O
,시작했다,O,O
,[SEP],O,O
Sentence 45,[CLS],O,O
,홍보,ANM-B,ORG-B
,##대행,ANM-I,ORG-I
,##사에서,ANM-I,ORG-I
,일하는,ANM-I,O
,유,ANM-I,PER-B
,##은,ANM-I,PER-I
,##진,ANM-I,PER-I
,##씨,ANM-I,PER-I
,(,ANM-I,O
,32,ANM-I,O
,[UNK],ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,는,O,O
,요즘,O,O
,짜증,O,O
,##이,O,O
,늘었다,O,O
,[SEP],O,O
Sentence 46,[CLS],O,O
,10일,O,O
,(,O,O
,현지시간,O,O
,),O,O
,로,O,O
,##이터,O,O
,##통신,O,O
,##은,O,O
,복수,ANM-B,NUM-B
,##의,ANM-I,NUM-I
,소식,ANM-I,PER-B
,##통을,ANM-I,PER-I
,인용,O,O
,##해,O,O
,[UNK],O,O
,화,O,O
,##이자,O,O
,##가,O,O
,5,O,O
,~,O,O
,11,O,O
,##세,O,O
,대상,O,O
,백신,O,O
,접,O,O
,##종에,O,O
,대한,O,O
,긴급,O,O
,##사용,O,O
,##승,O,O
,##인을,O,O
,신청,O,O
,##할,O,O
,수,O,O
,있는,O,O
,충분한,O,O
,임상,O,O
,##시험,O,O
,데이터를,O,O
,확보하고,O,O
,있다,O,O
,[UNK],O,O
,며,O,O
,[UNK],O,O
,미,O,O
,보건,O,O
,##당,O,O
,##국의,O,O
,고위,O,O
,관계자,O,O
,##들이,O,O
,백신,O,O
,접,O,O
,##종을,O,O
,승인,O,O
,##할,O,O
,수,O,O
,있는,O,O
,것으로,O,O
,보고,O,O
,있다,O,O
,[UNK],O,O
,고,O,O
,전했다,O,O
,[SEP],O,O
Sentence 47,[CLS],O,O
,홍,ANM-B,FLD-B
,전,ANM-I,FLD-I
,대표,ANM-I,FLD-I
,측,ANM-I,FLD-I
,한,ANM-I,NUM-B
,인사,ANM-I,PER-B
,##는,O,O
,[UNK],O,O
,길게,O,O
,보고,O,O
,간다,O,O
,[UNK],O,O
,고,O,O
,했다,O,O
,[SEP],O,O
Sentence 48,[CLS],O,O
,홍,ANM-B,ORG-B
,의원,ANM-I,ORG-I
,캠프,ANM-I,ORG-I
,관계자는,ANM-I,PER-B
,[UNK],O,O
,2018년,O,O
,지방선거,O,O
,때,O,O
,자유한국당,O,O
,(,O,O
,현,O,O
,국민의,O,O
,##힘,O,O
,),O,O
,대표가,O,O
,홍,O,O
,의원이,O,O
,##었고,O,O
,",",O,O
,현역,O,O
,지방의,O,O
,##원은,O,O
,홍,O,O
,의원이,O,O
,임명,O,O
,##한,O,O
,당,O,O
,##협,O,O
,##위원장,O,O
,##에게,O,O
,공천,O,O
,##을,O,O
,받은,O,O
,사람들,O,O
,[UNK],O,O
,이라,O,O
,##며,O,O
,[UNK],O,O
,지난해,O,O
,총선,O,O
,때,O,O
,당,O,O
,##협,O,O
,##위원장,O,O
,다수,O,O
,##가,O,O
,바뀌,O,O
,##면서,O,O
,지방의,O,O
,##원,O,O
,상당수,O,O
,##는,O,O
,현,O,O
,당,O,O
,##협,O,O
,##위원장,O,O
,##과의,O,O
,사이가,O,O
,껄,O,O
,##끄럽,O,O
,##다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 49,[CLS],O,O
,10일,O,O
,(,O,O
,현지시간,O,O
,),O,O
,영국,O,O
,bb,O,O
,##c,O,O
,##는,O,O
,메시,O,O
,##가,O,O
,파리,O,O
,생,O,O
,##제,O,O
,##르,O,O
,##맹,O,O
,(,O,O
,ps,O,O
,##g,O,O
,),O,O
,과,O,O
,2년,O,O
,계약,O,O
,##에,O,O
,합의,O,O
,##했다고,O,O
,자사,ANM-B,ORG-B
,스페인,ANM-I,PER-B
,축구,ANM-I,PER-I
,소식,ANM-I,PER-I
,##통을,ANM-I,PER-I
,인용,O,O
,##해,O,O
,보도했다,O,O
,[SEP],O,O
Sentence 50,[CLS],O,O
,홈플러스,ANM-B,ORG-B
,##테,ANM-I,ORG-I
,##스코,ANM-I,ORG-I
,##에서,ANM-I,O
,근무하는,ANM-I,O
,양,ANM-I,PER-B
,##희,ANM-I,PER-I
,##영,ANM-I,PER-I
,##씨,ANM-I,PER-I
,(,ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,는,O,O
,점포,O,O
,##에,O,O
,10명,O,O
,##뿐인,O,O
,8시간,O,O
,근무,O,O
,##자,O,O
,중,O,O
,한,O,O
,명이,O,O
,##다,O,O
,[SEP],O,O
Sentence 51,[CLS],O,O
,홈플러스,ANM-B,ORG-B
,관계자는,ANM-I,PER-B
,[UNK],O,O
,앞으로도,O,O
,녹색,O,O
,##제품,O,O
,판매,O,O
,활성화,O,O
,##에,O,O
,기여,O,O
,##해,O,O
,고객이,O,O
,단순한,O,O
,소비,O,O
,행위,O,O
,##만으로도,O,O
,착한,O,O
,##소비,O,O
,##를,O,O
,실천,O,O
,##할,O,O
,수,O,O
,있는,O,O
,그린,O,O
,##슈,O,O
,##머,O,O
,(,O,O
,green,O,O
,(,O,O
,녹색,O,O
,),O,O
,과,O,O
,con,O,O
,##s,O,O
,##um,O,O
,##er,O,O
,(,O,O
,소비자,O,O
,),O,O
,),O,O
,로,O,O
,활동,O,O
,##할,O,O
,수,O,O
,있도록,O,O
,노력,O,O
,##하겠다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 52,[CLS],O,O
,홀로,ANM-B,O
,타,ANM-I,O
,##향,ANM-I,O
,##살이,ANM-I,O
,##를,ANM-I,O
,하던,ANM-I,O
,남동생,ANM-I,ETC-B
,정,ANM-I,PER-B
,##우,ANM-I,PER-I
,##씨,ANM-I,PER-I
,(,ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,가,O,O
,2007년,O,O
,고향,O,O
,##으로,O,O
,돌아온,O,O
,이래,O,O
,꾸준히,O,O
,다니던,O,O
,회사,O,O
,##였다,O,O
,[SEP],O,O
Sentence 53,[CLS],O,O
,혼자서,ANM-B,O
,##는,ANM-I,O
,몸을,ANM-I,O
,뒤집,ANM-I,O
,##지,ANM-I,O
,못하는,ANM-I,O
,소진,ANM-I,PER-B
,##현,ANM-I,PER-I
,##씨,ANM-I,PER-I
,(,ANM-I,O
,35,ANM-I,ETC-B
,[UNK],ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,[UNK],ANM-I,O
,중,ANM-I,ETC-B
,##증,ANM-I,ETC-I
,뇌,ANM-I,ETC-I
,##병,ANM-I,ETC-I
,##변,ANM-I,ETC-I
,),ANM-I,O
,도,O,O
,지진,O,O
,트,O,O
,##라우,O,O
,##마에,O,O
,시달,O,O
,##린다,O,O
,[SEP],O,O
Sentence 54,[CLS],O,O
,호텔,ANM-B,ORG-B
,측,ANM-I,ORG-I
,관계자는,ANM-I,PER-B
,중앙,O,O
,##일보,O,O
,##와,O,O
,통화,O,O
,##에서,O,O
,이,O,O
,같은,O,O
,주장,O,O
,##에,O,O
,대해,O,O
,[UNK],O,O
,따로,O,O
,드릴,O,O
,말씀이,O,O
,없다,O,O
,[UNK],O,O
,고,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 55,[CLS],O,O
,호텔,ANM-B,ORG-B
,관계자는,ANM-I,PER-B
,개별,O,O
,손,O,O
,##빨래,O,O
,##가,O,O
,아니라,O,O
,대량으로,O,O
,세탁이,O,O
,이뤄,O,O
,##지기,O,O
,때문에,O,O
,작업,O,O
,##자들이,O,O
,피,O,O
,묻은,O,O
,이불,O,O
,세탁을,O,O
,거부,O,O
,##해,O,O
,파손,O,O
,처리를,O,O
,하게,O,O
,된,O,O
,것이라고,O,O
,답했다,O,O
,[SEP],O,O
Sentence 56,[CLS],O,O
,호,ANM-B,PER-B
,##재,ANM-I,PER-I
,(,ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,는,O,O
,말로,O,O
,자기,O,O
,생각을,O,O
,표현하는,O,O
,게,O,O
,서,O,O
,##툴,O,O
,##러,O,O
,행동이,O,O
,먼저,O,O
,나오고,O,O
,장난이,O,O
,심,O,O
,##했다,O,O
,[SEP],O,O
Sentence 57,[CLS],O,O
,호,O,O
,##르,O,O
,##무,O,O
,##즈,O,O
,해,O,O
,##협,O,O
,파,O,O
,##병,O,O
,문제,O,O
,및,O,O
,방위,O,O
,##비,O,O
,협상을,O,O
,연계,O,O
,##하는,O,O
,내용은,O,O
,회담,O,O
,##에서,O,O
,거론,O,O
,##되지,O,O
,않았다고,O,O
,당,ANM-B,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,전했다,O,O
,[SEP],O,O
Sentence 58,[CLS],O,O
,호남,ANM-B,LOC-B
,##의,ANM-I,O
,한,ANM-I,NUM-B
,인사,ANM-I,PER-B
,##는,O,O
,[UNK],O,O
,지금,O,O
,선거,O,O
,##는,O,O
,지역,O,O
,투표,O,O
,##가,O,O
,아니라,O,O
,세대,O,O
,투표,O,O
,##인데,O,O
,",",O,O
,설마,O,O
,과거,O,O
,##로,O,O
,가는,O,O
,선거,O,O
,##를,O,O
,할,O,O
,수,O,O
,있겠,O,O
,##느냐,O,O
,[UNK],O,O
,고,O,O
,반,O,O
,##문,O,O
,##했다,O,O
,[SEP],O,O
Sentence 59,[CLS],O,O
,혜,ANM-B,PER-B
,##영,ANM-I,PER-I
,(,ANM-I,O
,5,ANM-I,ETC-B
,[UNK],ANM-I,O
,여,ANM-I,ETC-B
,[UNK],ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,아빠는,ANM-I,O
,혜,O,O
,##영이,O,O
,##가,O,O
,둥근,O,O
,##나라,O,O
,##에서,O,O
,점차,O,O
,안정을,O,O
,찾고,O,O
,있다며,O,O
,[UNK],O,O
,살,O,O
,##맛,O,O
,난다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 60,[CLS],O,O
,10일,O,O
,(,O,O
,현지시간,O,O
,),O,O
,월,O,O
,##스트,O,O
,##리트,O,O
,##저,O,O
,##널,O,O
,(,O,O
,w,O,O
,##s,O,O
,##j,O,O
,),O,O
,이,O,O
,소식,ANM-B,PER-B
,##통을,ANM-I,PER-I
,인용,O,O
,##해,O,O
,미국,O,O
,뉴욕,O,O
,##증권,O,O
,##거래소,O,O
,(,O,O
,n,O,O
,##ys,O,O
,##e,O,O
,),O,O
,에,O,O
,상장,O,O
,##을,O,O
,앞둔,O,O
,[UNK],O,O
,쿠팡,O,O
,[UNK],O,O
,의,O,O
,주식,O,O
,공모,O,O
,##가가,O,O
,35,O,O
,##달러,O,O
,(,O,O
,약,O,O
,3만,O,O
,##98,O,O
,##62,O,O
,##원,O,O
,),O,O
,로,O,O
,정해,O,O
,##졌다고,O,O
,보도했다,O,O
,[SEP],O,O
Sentence 61,[CLS],O,O
,혜,ANM-B,PER-B
,##미,ANM-I,PER-I
,(,ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,[UNK],ANM-I,O
,11,ANM-I,ETC-B
,[UNK],ANM-I,O
,여,ANM-I,ETC-B
,),ANM-I,O
,는,O,O
,겨울이,O,O
,싫다,O,O
,[SEP],O,O
Sentence 62,[CLS],O,O
,협회,ANM-B,ORG-B
,관계자는,ANM-I,PER-B
,[UNK],O,O
,이미,O,O
,후보,O,O
,##군은,O,O
,벤,O,O
,##투,O,O
,감독,O,O
,머릿속에,O,O
,있,O,O
,##더라,O,O
,[UNK],O,O
,[SEP],O,O
Sentence 63,[CLS],O,O
,협회,ANM-B,ORG-B
,관계자는,ANM-I,PER-B
,[UNK],O,O
,어마어마한,O,O
,성과를,O,O
,낸,O,O
,빅,O,O
,##네임,O,O
,감독,O,O
,##보다는,O,O
,정보와,O,O
,데이터,O,O
,##에,O,O
,강하고,O,O
,선수들,O,O
,##과의,O,O
,소통,O,O
,##에,O,O
,능,O,O
,##한,O,O
,감독을,O,O
,우선,O,O
,##순위,O,O
,##에,O,O
,올려,O,O
,##두고,O,O
,있다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 64,[CLS],O,O
,혈액,ANM-B,ETC-B
,##암,ANM-I,ETC-I
,재발,ANM-B,ETC-I
,환자,ANM-I,ETC-I
,##인,ANM-B,O
,박진,ANM-I,PER-B
,##우,ANM-B,PER-I
,(,ANM-I,O
,가,ANM-B,O
,##명,ANM-I,O
,[UNK],ANM-B,O
,20,ANM-I,ETC-B
,),ANM-B,O
,씨는,O,O
,두,O,O
,차례,O,O
,##의,O,O
,조,O,O
,##혈,O,O
,##모,O,O
,##세포,O,O
,##이식,O,O
,##과,O,O
,면역,O,O
,##항,O,O
,##암,O,O
,##제,O,O
,치료,O,O
,끝에,O,O
,완,O,O
,##치를,O,O
,앞두고,O,O
,있다,O,O
,[SEP],O,O
Sentence 65,[CLS],O,O
,현직,ANM-B,ETC-B
,고위,ANM-I,PER-B
,당,ANM-I,PER-I
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,과거,O,O
,보수,O,O
,정권,O,O
,때,O,O
,남북,O,O
,##기본,O,O
,##합의,O,O
,##서를,O,O
,체결,O,O
,##한,O,O
,적도,O,O
,있지만,O,O
,",",O,O
,이,O,O
,대표는,O,O
,남북,O,O
,관계가,O,O
,냉각,O,O
,##기,O,O
,##였던,O,O
,최근,O,O
,보수,O,O
,정부,O,O
,##만,O,O
,참고,O,O
,한,O,O
,게,O,O
,아니냐,O,O
,[UNK],O,O
,며,O,O
,[UNK],O,O
,정동,O,O
,##영,O,O
,장관,O,O
,때,O,O
,역할을,O,O
,한,O,O
,게,O,O
,(,O,O
,통일,O,O
,##부의,O,O
,),O,O
,전부,O,O
,##라는,O,O
,이,O,O
,대표의,O,O
,주장,O,O
,##대로,O,O
,##라면,O,O
,통일,O,O
,##부를,O,O
,없,O,O
,##앨,O,O
,일이,O,O
,아니라,O,O
,",",O,O
,통일,O,O
,##부에,O,O
,힘을,O,O
,실어,O,O
,주는,O,O
,##게,O,O
,해결,O,O
,##책이,O,O
,될,O,O
,것,O,O
,[UNK],O,O
,이라고,O,O
,반발,O,O
,##했다,O,O
,[SEP],O,O
Sentence 66,[CLS],O,O
,현지에서,ANM-B,LOC-B
,통,ANM-I,ETC-B
,##역을,ANM-I,ETC-I
,돕,ANM-I,O
,##던,ANM-I,O
,미,ANM-I,LOC-B
,##얀,ANM-I,LOC-B
,##마,ANM-I,LOC-I
,청년,ANM-I,O
,킨,ANM-I,PER-B
,(,ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,도,O,O
,고개를,O,O
,젖,O,O
,##히고,O,O
,눈물을,O,O
,닦,O,O
,##았다,O,O
,[SEP],O,O
Sentence 67,[CLS],O,O
,현지,ANM-B,PER-B
,소식,ANM-I,PER-I
,##통은,ANM-I,PER-I
,통상,O,O
,##적인,O,O
,움직임,O,O
,##은,O,O
,아니라고,O,O
,설명했다,O,O
,[SEP],O,O
Sentence 68,[CLS],O,O
,현지,ANM-B,PER-B
,소식,ANM-I,PER-I
,##통은,ANM-I,PER-I
,[UNK],O,O
,코로나19로,O,O
,국경,O,O
,##이,O,O
,막,O,O
,##히기,O,O
,전,O,O
,단,O,O
,##둥,O,O
,##에,O,O
,들어온,O,O
,열차,O,O
,##가,O,O
,다시,O,O
,북한,O,O
,##으로,O,O
,돌아갈,O,O
,준비를,O,O
,하는,O,O
,것일,O,O
,수,O,O
,있다,O,O
,[UNK],O,O
,며,O,O
,[UNK],O,O
,열차,O,O
,##는,O,O
,전부터,O,O
,관측,O,O
,##된,O,O
,것인데,O,O
,화물,O,O
,##을,O,O
,싣고,O,O
,있는지,O,O
,##가,O,O
,관건,O,O
,[UNK],O,O
,이라고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 69,[CLS],O,O
,현지,ANM-B,PER-B
,소식,ANM-I,PER-I
,##통은,ANM-I,PER-I
,[UNK],O,O
,인도네시아,O,O
,정부의,O,O
,공식,O,O
,##적인,O,O
,입장,O,O
,발표,O,O
,##는,O,O
,없었고,O,O
,",",O,O
,특별한,O,O
,동,O,O
,##향도,O,O
,파악,O,O
,##되지,O,O
,않아,O,O
,계약,O,O
,소식을,O,O
,전,O,O
,##한,O,O
,보도,O,O
,##가,O,O
,사실,O,O
,##인지,O,O
,확인이,O,O
,필요하다,O,O
,[UNK],O,O
,며,O,O
,[UNK],O,O
,추가,O,O
,보도,O,O
,##가,O,O
,나오지,O,O
,않고,O,O
,있다,O,O
,[UNK],O,O
,고,O,O
,덧붙였다,O,O
,[SEP],O,O
Sentence 70,[CLS],O,O
,현지,ANM-B,ETC-B
,사정,ANM-I,ETC-I
,##에,ANM-I,ETC-I
,정통,ANM-I,ETC-I
,##한,ANM-I,ETC-I
,소식,ANM-I,PER-B
,##통에,ANM-I,PER-I
,따르면,O,O
,탈,O,O
,##레,O,O
,##반은,O,O
,시내,O,O
,전,O,O
,##역에,O,O
,검,O,O
,##문,O,O
,##소를,O,O
,설치해,O,O
,행,O,O
,##인들의,O,O
,휴대전화,O,O
,##와,O,O
,몸을,O,O
,수,O,O
,##색,O,O
,##하고,O,O
,때론,O,O
,폭행,O,O
,##을,O,O
,가,O,O
,##하는,O,O
,등,O,O
,공포,O,O
,분위기를,O,O
,조성,O,O
,##하고,O,O
,있다,O,O
,[SEP],O,O
Sentence 71,[CLS],O,O
,현지,ANM-B,ETC-B
,사정,ANM-I,ETC-I
,##에,ANM-I,ETC-I
,밝은,ANM-I,ETC-I
,베이징,ANM-I,LOC-B
,##의,ANM-I,O
,한,ANM-I,NUM-B
,소식,ANM-I,PER-B
,##통은,ANM-I,PER-I
,[UNK],O,O
,경쟁이,O,O
,심한,O,O
,휴대폰,O,O
,업계,O,O
,##에서,O,O
,삼성,O,O
,##을,O,O
,견제,O,O
,##하기,O,O
,위한,O,O
,의도,O,O
,##된,O,O
,여론,O,O
,##전,O,O
,##일,O,O
,수,O,O
,있다,O,O
,[UNK],O,O
,고,O,O
,관측,O,O
,##했다,O,O
,[SEP],O,O
Sentence 72,[CLS],O,O
,현지,O,O
,매체,O,O
,트,O,O
,##러스,O,O
,##트,O,O
,##오브,O,O
,##인,O,O
,##디아,O,O
,##에,O,O
,따르면,O,O
,인도,O,O
,정부는,O,O
,배,O,O
,15,O,O
,##척,O,O
,##을,O,O
,강,O,O
,##에,O,O
,배치,O,O
,##해,O,O
,거품을,O,O
,제거,O,O
,##했지만,O,O
,",",O,O
,전문가들은,ANM-B,PER-B
,이미,O,O
,강의,O,O
,오염이,O,O
,사람들에게,O,O
,심각한,O,O
,피해를,O,O
,줬,O,O
,##을,O,O
,것이라,O,O
,우려,O,O
,##하고,O,O
,있다,O,O
,[SEP],O,O
Sentence 73,[CLS],O,O
,현지,ANM-B,LOC-B
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,ap,O,O
,##에,O,O
,보,O,O
,##코,O,O
,##하,O,O
,##람,O,O
,단원,O,O
,##들이,O,O
,자주,O,O
,지역,O,O
,주민,O,O
,##들에게,O,O
,금,O,O
,##품이,O,O
,##나,O,O
,가축,O,O
,",",O,O
,곡물,O,O
,납품,O,O
,등을,O,O
,강요,O,O
,##해,O,O
,##왔,O,O
,##으며,O,O
,",",O,O
,일부,O,O
,주민들이,O,O
,최근,O,O
,이에,O,O
,저항,O,O
,##하기,O,O
,시작했다,O,O
,##고,O,O
,설명했다,O,O
,[SEP],O,O
Sentence 74,[CLS],O,O
,현지,ANM-B,LOC-B
,경찰,ANM-I,ORG-B
,소식,ANM-I,PER-B
,##통은,ANM-I,PER-I
,중국인,O,O
,차량,O,O
,행,O,O
,##렬,O,O
,##이,O,O
,지날,O,O
,때,O,O
,어린,O,O
,남자,O,O
,##아이가,O,O
,갑자기,O,O
,뛰어,O,O
,##들,O,O
,##었으나,O,O
,사,O,O
,##복,O,O
,군인,O,O
,##이,O,O
,저지,O,O
,##하면서,O,O
,차량,O,O
,대,O,O
,##열의,O,O
,15,O,O
,~,O,O
,20,O,O
,##m,O,O
,떨어진,O,O
,지점,O,O
,##에서,O,O
,스스로,O,O
,폭발,O,O
,##했다고,O,O
,전했다,O,O
,[SEP],O,O
Sentence 75,[CLS],O,O
,현,O,O
,##주,O,O
,##씨의,O,O
,짝꿍,O,O
,##으로,O,O
,서울에서,ANM-B,LOC-B
,대학을,ANM-I,ETC-B
,나와,ANM-I,O
,미디어,ANM-I,ETC-B
,콘텐츠,ANM-I,ETC-I
,운영,ANM-I,ETC-I
,업무를,ANM-I,ETC-I
,하는,ANM-I,O
,장,ANM-I,PER-B
,##호,ANM-I,PER-I
,##진,ANM-I,PER-I
,##씨,ANM-I,PER-I
,(,ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,도,O,O
,예외,O,O
,##는,O,O
,아니었다,O,O
,[SEP],O,O
Sentence 76,[CLS],O,O
,현재,O,O
